,attending_count,can_guests_invite,category,guest_list_enabled,interested_count,noreply_count
883,82,True,education,True,374,27
884,316,True,education,True,6601,10
885,467,True,education,True,6372,513
886,237,True,education,True,3890,65
887,69,True,education,True,476,31
888,15,True,education,True,234,15
889,297,True,education,True,1427,27
890,30,True,education,True,372,16
891,99,True,education,True,555,691
892,58,True,education,True,265,26
893,287,True,education,True,5343,17
894,372,True,education,True,5814,16
895,79,True,education,True,501,53
896,58,True,education,True,611,14
897,183,True,education,True,3803,112
898,206,True,education,True,850,45
899,170,True,education,True,408,19
900,137,True,education,True,881,97
901,17,True,education,True,1873,29
902,314,True,education,True,3107,219
903,28,True,education,True,371,0
904,94,True,education,True,680,534
905,15,True,education,True,767,12
906,666,False,education,True,577,2107
907,136,True,education,True,1756,547
908,118,True,education,True,1231,6
909,42,True,education,True,166,7
910,83,True,education,True,294,10
911,197,True,education,True,1845,11
912,74,True,education,True,389,28
913,30,True,education,True,524,194
914,76,True,education,True,580,132
915,0,True,education,False,268,0
916,83,True,education,True,549,9
917,101,True,education,True,478,23
918,175,True,education,True,1431,4
919,7,True,education,True,379,7
920,57,True,education,True,403,43
921,114,True,education,True,844,37
922,11,True,education,True,232,0
923,1073,True,education,True,13835,804
924,52,True,education,True,231,8
925,37,True,education,True,1019,63
926,34,True,education,True,296,34
927,15328,False,education,True,51597,8346
928,14,True,education,True,528,1
929,32,True,education,True,590,3
930,10,True,education,True,297,9
931,49,True,education,True,257,651
932,33,True,education,True,192,351
933,51,True,education,True,160,417
934,146,True,education,True,1059,718
935,16,True,education,True,356,2
936,150,True,education,True,561,22
937,19,True,education,True,144,26
938,327,True,education,True,384,53
939,304,True,education,True,1715,1811
940,176,True,education,True,2388,310
941,100,True,education,True,381,1244
942,287,True,education,True,1075,280
943,51,True,education,True,502,1
944,50,True,education,True,375,14
945,599,True,education,False,1441,797
946,29,True,education,True,1127,16
947,6,True,education,True,337,23
948,99,True,education,True,694,7
949,199,True,education,True,315,87
950,31,True,education,True,164,12
951,30,True,education,True,525,0
952,111,True,education,True,2014,50
953,8,True,education,True,309,2
954,655,True,education,True,5362,272
955,12040,True,education,True,109785,2320
956,31,True,education,True,314,5
957,376,True,education,True,2600,42
958,95,True,education,True,761,1033
959,94,True,education,True,1020,86
960,15,True,education,True,814,14
961,39,True,education,True,227,16
962,22,True,education,True,755,81
963,29,True,education,True,527,1
964,50,True,education,True,267,539
965,76,True,education,True,1197,101
966,12,True,education,True,329,0
967,32,True,education,True,2457,119
968,105,True,education,True,610,50
969,19,True,education,True,811,110
970,32,True,education,True,219,5
971,25,True,education,True,1908,23
972,17,True,education,True,459,1
973,84,True,education,True,977,2
974,8,True,education,True,988,2
975,61,True,education,True,1913,13
976,186,True,education,True,3901,50
977,118,True,education,True,526,1
978,34,True,education,True,537,13
979,411,True,education,True,2324,112
980,9,True,education,True,233,1
981,39,True,education,True,303,91
982,93,True,education,True,784,0
983,64,True,education,True,1282,23
984,22,True,education,True,1212,2
985,131,True,education,True,559,127
986,173,True,education,True,1221,10
987,346,True,education,True,1771,204
988,104,True,education,True,700,189
989,57,True,education,True,4263,19
990,511,True,education,True,2906,122
991,44,True,education,True,489,42
992,262,True,education,True,994,81
993,234,True,education,True,4282,1361
994,461,True,education,True,3421,46
995,139,True,education,True,998,20
996,140,True,education,True,993,25
997,122,True,education,True,975,165
998,6,True,education,True,664,714
999,10,True,education,True,393,2
1000,11,True,education,True,770,0
1001,0,True,education,True,0,0
1002,0,True,education,False,0,0
1003,856,True,education,True,9232,976
1004,427,True,education,True,1605,44
1005,102,True,education,True,487,933
1006,59,True,education,True,835,368
1007,54,True,education,True,528,109
1008,55,True,education,True,551,3
1009,156,True,education,True,971,344
1010,16,True,education,True,496,2
1011,238,True,education,True,3443,605
1012,82,True,education,True,374,27
1013,316,True,education,True,6601,10
1014,467,True,education,True,6372,513
1015,237,True,education,True,3890,65
1016,69,True,education,True,476,31
1017,15,True,education,True,234,15
1018,297,True,education,True,1427,27
1019,30,True,education,True,372,16
1020,99,True,education,True,555,691
1021,58,True,education,True,265,26
1022,287,True,education,True,5343,17
1023,372,True,education,True,5814,16
1024,79,True,education,True,501,53
1025,58,True,education,True,611,14
1026,183,True,education,True,3803,112
1027,206,True,education,True,850,45
1028,170,True,education,True,408,19
1029,137,True,education,True,881,97
1030,17,True,education,True,1873,29
1031,314,True,education,True,3107,219
1032,28,True,education,True,372,0
1033,94,True,education,True,680,534
1034,15,True,education,True,767,12
1035,666,False,education,True,577,2107
1036,136,True,education,True,1756,547
1037,118,True,education,True,1231,6
1038,42,True,education,True,166,7
1039,83,True,education,True,294,10
1040,197,True,education,True,1845,11
1041,74,True,education,True,389,28
1042,30,True,education,True,524,194
1043,76,True,education,True,580,132
1044,0,True,education,False,268,0
1045,83,True,education,True,549,9
1046,101,True,education,True,478,23
1047,175,True,education,True,1431,4
1048,7,True,education,True,379,7
1049,57,True,education,True,403,43
1050,114,True,education,True,844,37
1051,11,True,education,True,232,0
1052,1073,True,education,True,13835,804
1053,52,True,education,True,231,8
1054,37,True,education,True,1019,63
1055,34,True,education,True,296,34
1056,15328,False,education,True,51597,8346
1057,14,True,education,True,528,1
1058,32,True,education,True,590,3
1059,10,True,education,True,297,9
1060,49,True,education,True,257,651
1061,33,True,education,True,192,351
1062,51,True,education,True,160,417
1063,146,True,education,True,1059,718
1064,16,True,education,True,356,2
1065,150,True,education,True,561,22
1066,19,True,education,True,144,26
1067,327,True,education,True,384,53
1068,304,True,education,True,1715,1811
1069,176,True,education,True,2388,310
1070,100,True,education,True,381,1244
1071,287,True,education,True,1075,280
1072,51,True,education,True,502,1
1073,50,True,education,True,375,14
1074,599,True,education,False,1441,797
1075,29,True,education,True,1127,16
1076,6,True,education,True,337,23
1077,99,True,education,True,694,7
1078,199,True,education,True,315,87
1079,31,True,education,True,164,12
1080,30,True,education,True,525,0
1081,111,True,education,True,2014,50
1082,8,True,education,True,309,2
1083,655,True,education,True,5362,272
1084,12040,True,education,True,109785,2320
1085,31,True,education,True,314,5
1086,376,True,education,True,2600,42
1087,95,True,education,True,761,1033
1088,94,True,education,True,1020,86
1089,15,True,education,True,814,14
1090,39,True,education,True,227,16
1091,22,True,education,True,755,81
1092,29,True,education,True,527,1
1093,50,True,education,True,267,539
1094,76,True,education,True,1197,101
1095,12,True,education,True,329,0
1096,32,True,education,True,2457,119
1097,105,True,education,True,610,50
1098,19,True,education,True,811,110
1099,32,True,education,True,219,5
1100,25,True,education,True,1908,23
1101,17,True,education,True,459,1
1102,84,True,education,True,977,2
1103,8,True,education,True,988,2
1104,61,True,education,True,1913,13
1105,186,True,education,True,3901,50
1106,118,True,education,True,526,1
1107,34,True,education,True,537,13
1108,411,True,education,True,2324,112
1109,9,True,education,True,233,1
1110,39,True,education,True,303,91
1111,93,True,education,True,784,0
1112,64,True,education,True,1282,23
1113,22,True,education,True,1212,2
1114,131,True,education,True,559,127
1115,173,True,education,True,1221,10
1116,346,True,education,True,1771,204
1117,104,True,education,True,700,189
1118,57,True,education,True,4263,19
1119,511,True,education,True,2906,122
1120,44,True,education,True,489,42
1121,262,True,education,True,994,81
1122,234,True,education,True,4283,1361
1123,461,True,education,True,3421,46
1124,139,True,education,True,998,20
1125,140,True,education,True,993,25
1126,122,True,education,True,975,165
1127,6,True,education,True,664,714
1128,10,True,education,True,393,2
1129,11,True,education,True,770,0
1130,0,True,education,True,0,0
1131,0,True,education,False,0,0
1132,160,True,art,True,7210,242
1133,24,True,art,True,717,1
1134,1467,True,art,True,40954,915
1135,3521,True,art,True,30292,1669
1136,36583,True,art,True,139457,12796
1137,3830,True,art,True,33637,632
1138,744,True,art,True,6126,349
1139,8486,True,art,True,51039,1757
1140,647,True,art,True,6595,215
1141,830,True,art,True,15086,494
1142,835,True,art,True,20124,449
1143,44,True,art,True,6635,303
1144,17,True,art,True,3672,988
1145,382,True,art,True,16487,5440
1146,3193,True,art,True,2942,25227
1147,10727,True,art,True,38552,3211
1148,567,True,art,True,8653,256
1149,1101,True,art,True,8835,149
1150,1,True,art,True,1234,18
1151,221,True,art,True,2748,55
1152,518,True,art,True,11215,3163
1153,1196,True,art,True,8571,30490
1154,48,True,art,True,2862,1400
1155,135,True,art,True,7679,736
1156,24,True,art,True,7030,215
1157,33,True,art,True,9377,226
1158,88,True,art,True,6724,234
1159,2791,True,art,True,22660,815
1160,1450,True,art,True,43004,1012
1161,1566,True,art,True,7994,2616
1162,166,True,art,True,3057,148
1163,428,True,art,True,4745,428
1164,596,True,art,True,11062,256
1165,79,True,art,True,4357,277
1166,1336,True,art,True,8184,1160
1167,69,True,art,True,7442,811
1168,580,True,art,True,5125,156
1169,651,True,art,True,6127,1195
1170,300,True,art,True,3212,98
1171,619,True,art,True,6816,179
1172,1371,True,art,True,20296,370
1173,626,True,art,True,6697,315
1174,8,True,art,True,3351,103
1175,724,True,art,True,5026,280
1176,815,True,art,True,9819,300
1177,695,True,art,True,4838,117
1178,875,True,art,True,10208,619
1179,40,True,art,True,4027,104
1180,50,True,art,True,18091,777
1181,766,True,art,True,13355,326
1182,320,True,art,True,8132,121
1183,619,True,art,True,3922,957
1184,262,True,art,True,3384,60
1185,34,True,art,True,3888,103
1186,52,True,art,True,5693,67
1187,221,True,art,True,5852,194
1188,25,True,art,True,11849,390
1189,1045,True,art,True,7983,56
1190,789,True,art,True,8571,612
1191,145,True,art,True,3588,68
1192,95,True,art,True,12128,197
1193,90,True,art,True,15178,1447
1194,672,True,art,True,3720,6549
1195,334,True,art,True,3703,152
1196,31,True,art,True,8594,175
1197,167,True,art,True,2047,65
1198,34,True,art,True,11981,244
1199,666,True,art,True,4810,131
1200,928,True,art,True,12779,467
1201,2273,True,art,True,8182,2041
1202,705,True,art,True,6558,203
1203,163,True,art,True,3204,96
1204,2074,True,art,True,15372,477
1205,311,True,art,True,2119,3898
1206,892,True,art,True,16526,234
1207,611,True,art,True,8307,598
1208,201,True,art,True,7567,1903
1209,382,True,art,True,6101,76
1210,254,True,art,True,3139,475
1211,1028,True,art,True,4437,481
1212,356,True,art,True,3620,388
1213,27,True,art,True,6305,979
1214,821,True,art,True,6317,574
1215,122,True,art,True,3814,599
1216,254,True,art,True,4843,129
1217,331,True,art,True,7200,189
1218,635,True,art,True,6623,591
1219,405,True,art,True,19911,566
1220,2967,True,art,True,8369,561
1221,500,True,art,True,6556,608
1222,422,True,art,True,4661,197
1223,2912,True,art,True,6772,252
1224,92,True,art,True,1793,27
1225,51,True,art,True,7651,212
1226,508,True,art,True,7710,212
1227,506,True,art,True,6971,1773
1228,1387,True,art,True,5123,1915
1229,154,True,art,True,3320,370
1230,206,True,art,True,3946,230
1231,80,True,art,True,3149,564
1232,655,True,art,True,7102,76
1233,767,True,art,True,15820,573
1234,15,True,art,True,3909,220
1235,342,True,art,True,5119,407
1236,937,True,art,True,3361,669
1237,299,True,art,True,2486,31
1238,441,True,art,True,3223,652
1239,267,True,art,True,5568,496
1240,1862,True,art,True,13359,594
1241,788,True,art,True,5005,1554
1242,131,True,art,True,3699,44
1243,55,True,art,True,4155,103
1244,67,True,art,True,2633,68
1245,649,True,art,True,2377,193
1246,741,True,art,True,11436,439
1247,87,True,art,True,11079,273
1248,377,True,art,True,7469,739
1249,424,True,art,True,7065,93
1250,638,True,art,True,3542,260
1251,473,True,art,True,4176,149
1252,5394,True,art,True,25099,1202
1253,545,True,art,True,3678,214
1254,10001,True,art,True,30620,118008
1255,675,True,art,True,2285,1107
1256,1192,True,art,True,16346,1312
1257,40915,True,art,True,78,542
1258,1167,True,art,True,14740,278
1259,571,True,art,True,3400,592
1260,8401,True,art,True,29170,1207
1261,211,True,art,True,5574,187
1262,6246,True,art,True,11209,2526
1263,4858,True,art,True,17397,3593
1264,1348,True,art,True,2471,2312
1265,421,True,art,True,4709,934
1266,3101,True,art,True,10034,2886
1267,744,True,art,True,2964,387
1268,1433,True,art,True,2762,613
1269,360,True,art,True,8697,1190
1270,889,True,art,True,2813,58
1271,864,True,art,True,12318,295
1272,157,True,art,True,3463,53
1273,1436,True,art,True,3099,720
1274,100,True,art,True,1412,45
1275,11,True,art,True,6552,120
1276,238,True,art,True,1892,98
1277,696,True,art,True,2767,288
1278,1708,True,art,True,6518,401
1279,4153,True,art,True,5392,912
1280,1,True,art,True,0,1
1281,27,True,art,True,3579,48
1282,494,True,art,True,4603,131
1283,7145,True,art,True,11114,1059
1284,4839,True,art,True,7021,592
1285,346,True,art,True,3195,299
1286,14794,True,art,True,42732,3120
1287,96,True,art,True,2441,228
1288,682,True,art,True,9848,517
1289,328,True,art,True,4328,2394
1290,1344,True,art,True,7748,2564
1291,1473,True,art,True,5287,903
1292,794,True,art,True,9532,205
1293,152,True,art,True,2454,23
1294,233,True,art,True,1927,49
1295,13712,True,art,True,40641,2520
1296,1294,True,art,True,2779,1590
1297,1163,True,art,True,6482,2088
1298,35,True,art,True,2864,184
1299,147,True,art,True,9020,4677
1300,124,True,art,True,1257,41
1301,27,True,art,True,3149,159
1302,274,True,art,True,4285,126
1303,292,True,art,True,10718,191
1304,274,True,art,True,4325,232
1305,2669,True,art,True,10118,1114
1306,31,True,art,True,3877,427
1307,21,True,art,True,3404,765
1308,679,True,art,True,3755,81
1309,393,True,art,True,3973,45
1310,2135,True,art,True,19781,949
1311,1380,True,art,True,22836,359
1312,428,True,art,True,3180,1488
1313,1894,True,art,True,7772,1600
1314,347,True,art,True,9341,62
1315,338,True,art,True,5366,116
1316,961,True,art,True,7712,356
1317,1593,True,art,True,8537,15770
1318,630,True,art,True,3892,812
1319,360,True,art,True,7821,954
1320,768,True,art,True,17049,1041
1321,22,True,art,True,5236,112
1322,454,True,art,True,2404,299
1323,2290,True,art,True,11609,1040
1324,1085,True,art,True,6808,360
1325,1330,True,art,True,7750,337
1326,1297,True,art,True,5041,75
1327,1770,True,art,True,6558,375
1328,345,True,art,True,2295,78
1329,225,True,art,True,10065,398
1330,200,True,art,True,6514,231
1331,4385,True,art,True,17948,4601
1332,868,True,art,True,3001,1006
1333,443,True,art,True,3583,47
1334,473,True,art,True,5456,390
1335,4822,True,art,True,18226,991
1336,536,True,art,True,9756,124
1337,1802,True,art,True,9737,201
1338,3941,True,art,False,8189,2223
1339,483,True,art,True,3575,644
1340,662,True,art,True,5078,216
1341,1191,True,art,True,2494,13582
1342,728,True,art,True,3774,41
1343,1472,True,art,True,9070,4080
1344,466,True,art,True,2584,1992
1345,2410,True,art,True,4330,537
1346,185,True,art,True,3549,64
1347,356,True,art,True,2133,2425
1348,521,True,art,True,2381,7966
1349,35,True,art,True,6797,674
1350,786,True,art,True,6348,345
1351,416,True,art,True,3471,304
1352,284,True,art,True,3403,719
1353,782,True,art,True,2160,170
1354,2009,True,art,True,5463,392
1355,572,True,art,True,3623,3913
1356,0,True,art,True,3,5
1357,1467,True,art,True,40954,915
1358,3521,True,art,True,30292,1669
1359,36583,True,art,True,139457,12796
1360,3830,True,art,True,33639,632
1361,744,True,art,True,6126,349
1362,8486,True,art,True,51039,1757
1363,647,True,art,True,6595,215
1364,830,True,art,True,15087,494
1365,835,True,art,True,20124,449
1366,44,True,art,True,6636,303
1367,17,True,art,True,3672,988
1368,382,True,art,True,16488,5440
1369,3193,True,art,True,2942,25227
1370,10727,True,art,True,38552,3211
1371,567,True,art,True,8653,256
1372,1101,True,art,True,8835,149
1373,1,True,art,True,1234,18
1374,221,True,art,True,2748,55
1375,518,True,art,True,11215,3163
1376,1196,True,art,True,8571,30490
1377,48,True,art,True,2862,1400
1378,135,True,art,True,7679,736
1379,24,True,art,True,7030,215
1380,33,True,art,True,9377,226
1381,88,True,art,True,6724,234
1382,2791,True,art,True,22660,815
1383,1450,True,art,True,43004,1012
1384,1566,True,art,True,7994,2616
1385,166,True,art,True,3057,148
1386,428,True,art,True,4746,428
1387,596,True,art,True,11062,256
1388,79,True,art,True,4357,277
1389,1336,True,art,True,8184,1160
1390,69,True,art,True,7442,811
1391,580,True,art,True,5125,156
1392,651,True,art,True,6127,1195
1393,300,True,art,True,3212,98
1394,619,True,art,True,6816,179
1395,1371,True,art,True,20296,370
1396,626,True,art,True,6697,315
1397,8,True,art,True,3351,103
1398,724,True,art,True,5026,280
1399,815,True,art,True,9819,300
1400,695,True,art,True,4838,117
1401,875,True,art,True,10208,619
1402,40,True,art,True,4028,104
1403,50,True,art,True,18091,778
1404,766,True,art,True,13355,326
1405,320,True,art,True,8132,121
1406,619,True,art,True,3922,957
1407,262,True,art,True,3384,60
1408,34,True,art,True,3888,103
1409,52,True,art,True,5693,67
1410,221,True,art,True,5852,194
1411,25,True,art,True,11849,390
1412,1045,True,art,True,7983,56
1413,789,True,art,True,8571,612
1414,145,True,art,True,3588,68
1415,95,True,art,True,12128,197
1416,90,True,art,True,15178,1447
1417,672,True,art,True,3720,6549
1418,334,True,art,True,3703,152
1419,31,True,art,True,8594,175
1420,167,True,art,True,2047,65
1421,34,True,art,True,11981,244
1422,666,True,art,True,4810,131
1423,928,True,art,True,12779,467
1424,2273,True,art,True,8182,2041
1425,705,True,art,True,6558,203
1426,163,True,art,True,3204,96
1427,2074,True,art,True,15372,477
1428,311,True,art,True,2119,3898
1429,892,True,art,True,16526,234
1430,611,True,art,True,8307,598
1431,201,True,art,True,7567,1903
1432,382,True,art,True,6101,76
1433,254,True,art,True,3139,475
1434,1028,True,art,True,4437,481
1435,356,True,art,True,3620,388
1436,27,True,art,True,6305,979
1437,821,True,art,True,6317,574
1438,122,True,art,True,3814,599
1439,254,True,art,True,4843,129
1440,331,True,art,True,7200,189
1441,635,True,art,True,6623,591
1442,405,True,art,True,19911,566
1443,2967,True,art,True,8370,561
1444,500,True,art,True,6556,608
1445,422,True,art,True,4661,197
1446,2912,True,art,True,6772,252
1447,92,True,art,True,1793,27
1448,51,True,art,True,7651,212
1449,508,True,art,True,7710,212
1450,506,True,art,True,6971,1773
1451,1387,True,art,True,5123,1915
1452,154,True,art,True,3320,370
1453,206,True,art,True,3946,230
1454,80,True,art,True,3149,564
1455,655,True,art,True,7102,76
1456,767,True,art,True,15820,573
1457,15,True,art,True,3909,220
1458,342,True,art,True,5119,407
1459,937,True,art,True,3361,669
1460,299,True,art,True,2486,31
1461,441,True,art,True,3223,652
1462,267,True,art,True,5568,496
1463,1862,True,art,True,13359,594
1464,788,True,art,True,5006,1554
1465,131,True,art,True,3700,44
1466,55,True,art,True,4155,103
1467,67,True,art,True,2633,68
1468,649,True,art,True,2377,193
1469,741,True,art,True,11436,439
1470,87,True,art,True,11079,273
1471,377,True,art,True,7469,739
1472,424,True,art,True,7065,93
1473,638,True,art,True,3542,260
1474,473,True,art,True,4176,149
1475,5394,True,art,True,25099,1202
1476,545,True,art,True,3678,214
1477,10001,True,art,True,30620,118008
1478,675,True,art,True,2285,1107
1479,1192,True,art,True,16346,1312
1480,40915,True,art,True,78,542
1481,1167,True,art,True,14740,278
1482,571,True,art,True,3401,592
1483,8401,True,art,True,29170,1207
1484,211,True,art,True,5574,187
1485,6246,True,art,True,11209,2526
1486,4858,True,art,True,17397,3593
1487,1348,True,art,True,2471,2312
1488,421,True,art,True,4710,934
1489,3101,True,art,True,10034,2886
1490,744,True,art,True,2964,387
1491,1433,True,art,True,2762,613
1492,360,True,art,True,8697,1190
1493,889,True,art,True,2813,58
1494,864,True,art,True,12318,295
1495,157,True,art,True,3463,53
1496,1436,True,art,True,3099,720
1497,100,True,art,True,1412,45
1498,11,True,art,True,6552,120
1499,238,True,art,True,1892,98
1500,696,True,art,True,2767,288
1501,1708,True,art,True,6518,401
1502,4153,True,art,True,5392,912
1503,1,True,art,True,0,1
1504,27,True,art,True,3579,48
1505,494,True,art,True,4603,131
1506,7145,True,art,True,11114,1059
1507,4839,True,art,True,7021,591
1508,346,True,art,True,3195,299
1509,14794,True,art,True,42732,3120
1510,96,True,art,True,2441,228
1511,682,True,art,True,9848,517
1512,328,True,art,True,4328,2394
1513,1344,True,art,True,7748,2564
1514,1473,True,art,True,5287,903
1515,794,True,art,True,9532,205
1516,152,True,art,True,2454,23
1517,233,True,art,True,1927,49
1518,13713,True,art,True,40641,2520
1519,1294,True,art,True,2779,1590
1520,1163,True,art,True,6482,2088
1521,35,True,art,True,2864,184
1522,147,True,art,True,9020,4677
1523,124,True,art,True,1257,41
1524,27,True,art,True,3149,159
1525,274,True,art,True,4285,126
1526,292,True,art,True,10718,191
1527,274,True,art,True,4325,232
1528,2669,True,art,True,10118,1114
1529,31,True,art,True,3877,427
1530,21,True,art,True,3404,765
1531,679,True,art,True,3756,81
1532,393,True,art,True,3973,45
1533,2135,True,art,True,19781,949
1534,1380,True,art,True,22836,359
1535,428,True,art,True,3180,1488
1536,1894,True,art,True,7772,1600
1537,347,True,art,True,9341,62
1538,338,True,art,True,5366,116
1539,961,True,art,True,7712,356
1540,1593,True,art,True,8537,15770
1541,630,True,art,True,3892,812
1542,360,True,art,True,7821,954
1543,768,True,art,True,17049,1041
1544,22,True,art,True,5236,112
1545,454,True,art,True,2404,299
1546,2290,True,art,True,11609,1040
1547,1085,True,art,True,6808,360
1548,1330,True,art,True,7750,337
1549,1297,True,art,True,5042,75
1550,1770,True,art,True,6558,375
1551,345,True,art,True,2295,78
1552,225,True,art,True,10065,398
1553,200,True,art,True,6514,231
1554,4385,True,art,True,17948,4601
1555,868,True,art,True,3001,1006
1556,443,True,art,True,3583,47
1557,473,True,art,True,5456,390
1558,4822,True,art,True,18226,991
1559,536,True,art,True,9756,124
1560,1802,True,art,True,9737,201
1561,3941,True,art,False,8189,2223
1562,483,True,art,True,3575,644
1563,662,True,art,True,5078,216
1564,1191,True,art,True,2494,13582
1565,728,True,art,True,3774,41
1566,1472,True,art,True,9070,4080
1567,466,True,art,True,2584,1992
1568,2410,True,art,True,4330,537
1569,185,True,art,True,3549,64
1570,356,True,art,True,2133,2425
1571,521,True,art,True,2381,7966
1572,35,True,art,True,6797,674
1573,786,True,art,True,6348,345
1574,416,True,art,True,3471,304
1575,284,True,art,True,3403,719
1576,782,True,art,True,2160,170
1577,2009,True,art,True,5463,392
1578,572,True,art,True,3623,3913
1579,0,True,art,True,3,5
1580,160,True,music,True,7210,242
1581,24,True,music,True,717,1
1582,3911,True,music,True,43553,3969
1583,6475,True,music,True,13906,1111
1584,5009,True,music,True,68182,3506
1585,78,True,music,True,20553,1125
1586,2992,True,music,True,31446,1139
1587,8106,True,music,True,13134,33754
1588,228,True,music,True,21322,817
1589,5382,True,music,True,7153,1474
1590,4721,True,music,True,21835,716
1591,2057,True,music,True,39738,240
1592,913,True,music,True,13135,1161
1593,1525,True,music,True,27587,289
1594,1975,True,music,True,30682,312
1595,19966,True,music,True,29935,6198
1596,1869,True,music,True,39703,360
1597,1767,True,music,True,32733,823
1598,1723,True,music,True,21862,292
1599,2304,True,music,True,42326,357
1600,4049,True,music,True,19682,7238
1601,5383,True,music,True,26844,7779
1602,1463,True,music,True,20943,227
1603,9493,True,music,True,22137,2486
1604,2656,True,music,True,57030,1488
1605,1237,True,music,True,33817,854
1606,5557,True,music,True,41135,3978
1607,2180,True,music,True,6769,707
1608,22666,True,music,True,57812,6378
1609,12236,True,music,True,13302,6471
1610,716,True,music,True,29432,381
1611,2558,True,music,True,38907,789
1612,6790,True,music,True,15612,351
1613,2475,True,music,True,19616,1843
1614,14899,True,music,True,41525,6225
1615,1484,True,music,True,33097,461
1616,1064,True,music,True,9325,27106
1617,5154,True,music,False,34127,2522
1618,4566,True,music,True,32045,4253
1619,1113,True,music,True,28742,372
1620,10001,True,music,True,30620,118008
1621,1196,True,music,True,8571,30490
1622,1778,True,music,True,27226,1065
1623,434,True,music,True,4614,18268
1624,8790,True,music,True,11581,4793
1625,2198,True,music,True,56031,924
1626,19862,True,music,True,236386,6599
1627,8401,True,music,True,29170,1207
1628,2042,True,music,True,26582,632
1629,68,True,music,True,6876,93
1630,4858,True,music,True,17397,3593
1631,7329,True,music,True,24703,758
1632,5326,True,music,True,13656,3035
1633,1884,True,music,True,4912,241
1634,5789,True,music,True,19439,1153
1635,4140,True,music,True,23254,1362
1636,1102,True,music,True,19550,364
1637,1344,True,music,True,7748,2564
1638,680,True,music,True,4543,484
1639,3730,True,music,True,27063,1479
1640,6985,True,music,True,16803,10640
1641,9485,True,music,True,18629,6095
1642,68,True,music,True,10707,903
1643,4385,True,music,True,17948,4601
1644,2054,True,music,True,6187,517
1645,2046,True,music,True,4672,390
1646,540,True,music,True,5378,334
1647,2527,True,music,True,9345,1079
1648,3123,True,music,True,5334,6958
1649,1305,True,music,True,17100,1229
1650,1047,True,music,True,11978,2731
1651,720,True,music,True,5528,294
1652,824,True,music,True,8943,783
1653,902,True,music,True,14632,198
1654,1795,True,music,True,17360,254
1655,32,True,music,True,12118,223
1656,638,True,music,True,3782,68
1657,295,True,music,True,6010,194
1658,526,True,music,True,10251,410
1659,1350,True,music,True,17594,194
1660,2498,True,music,True,7836,773
1661,909,True,music,True,3381,1171
1662,28,True,music,True,5289,151
1663,920,True,music,True,17254,128
1664,1378,True,music,True,11033,125
1665,174,True,music,True,4798,196
1666,426,True,music,True,4420,818
1667,954,True,music,True,2654,655
1668,3776,True,music,True,9813,1384
1669,2206,True,music,True,4364,143
1670,2830,True,music,True,17135,1538
1671,388,True,music,True,13369,101
1672,647,True,music,True,10141,249
1673,1261,True,music,True,14508,173
1674,5215,True,music,True,46869,1270
1675,1950,True,music,True,9536,4107
1676,371,True,music,True,16339,83
1677,242,True,music,True,8860,101
1678,3808,True,music,True,8190,2482
1679,2238,True,music,True,8738,859
1680,305,True,music,True,14085,88
1681,886,True,music,True,10979,1235
1682,1181,True,music,True,7255,11788
1683,1922,True,music,True,8134,400
1684,1144,True,music,True,15894,189
1685,1965,True,music,True,16219,389
1686,4894,True,music,True,13510,881
1687,411,True,music,True,4915,335
1688,530,True,music,True,8394,80
1689,1142,True,music,True,4507,5490
1690,3101,True,music,True,10034,2886
1691,963,True,music,True,9772,383
1692,1579,True,music,True,14475,1507
1693,604,True,music,True,15694,198
1694,862,True,music,True,9939,722
1695,1708,True,music,True,6518,401
1696,1196,True,music,True,12117,1191
1697,6246,True,music,True,11209,2526
1698,4901,True,music,True,12199,402
1699,672,True,music,True,8519,254
1700,4532,True,music,True,7518,1108
1701,2251,True,music,True,9362,2810
1702,2540,True,music,True,8273,1340
1703,1474,True,music,True,7141,472
1704,1372,True,music,True,6876,320
1705,7145,True,music,True,11114,1059
1706,1184,True,music,True,11678,153
1707,4839,True,music,True,7021,591
1708,2677,True,music,True,8012,845
1709,1163,True,music,True,5010,302
1710,1901,True,music,True,18698,352
1711,884,True,music,True,5692,242
1712,2844,True,music,True,14470,186
1713,1775,True,music,True,12432,743
1714,1360,True,music,True,19643,188
1715,297,True,music,True,2196,17
1716,201,True,music,True,8349,110
1717,558,True,music,True,7128,1716
1718,705,True,music,True,6558,203
1719,3180,True,music,True,13834,4402
1720,5101,True,music,True,14865,496
1721,4858,True,music,True,8445,3142
1722,1673,True,music,True,5050,2438
1723,1198,True,music,True,15240,536
1724,2669,True,music,True,10118,1114
1725,222,True,music,True,12488,1593
1726,2855,True,music,True,14423,1434
1727,1509,True,music,True,21399,532
1728,3584,True,music,True,9226,1125
1729,2802,True,music,True,10567,3372
1730,708,True,music,True,25560,465
1731,2273,True,music,True,8182,2041
1732,1638,True,music,True,7093,1078
1733,709,True,music,True,6376,150
1734,723,True,music,True,7013,234
1735,751,True,music,True,6315,123
1736,2627,True,music,True,7676,1586
1737,1659,True,music,True,4083,644
1738,651,True,music,True,4314,74
1739,1467,True,music,True,6009,465
1740,1113,True,music,True,7057,1321
1741,1795,True,music,True,8090,156
1742,742,True,music,True,3296,2639
1743,3696,True,music,True,4433,301
1744,2105,True,music,True,16296,1857
1745,919,True,music,True,12424,671
